epoch,total_loss,audio_recon_loss,video_recon_loss,text_recon_loss,audio_embedding_loss,video_embedding_loss,text_embedding_loss,cpc_loss,cmcm_loss,video_sentiment_loss,audio_sentiment_loss,text_sentiment_loss,combined_sentiment_loss
64,33.72368004907261,0.000541145378019806,0.00010391247040545224,0.0001756532886964417,0.06704568049648933,0.08701171861310987,0.2682501228045016,22.66594676515811,5.501210058075318,1.4443463742943867,1.4834961655165566,1.102451138549278,1.1031013144277564
65,33.70401327008842,0.0005129068962733478,0.00010093488625553423,0.00017418288090723837,0.06839349199010587,0.08737863052877894,0.2814573902527433,22.64247502998274,5.493224317573544,1.4414939166811978,1.4856978801356302,1.1013499332808996,1.101754654999347
66,33.67095596290595,0.0005194647965089412,9.803884930555405e-05,0.00016953375109399384,0.06893689652122295,0.08742814650678608,0.29587282334817716,22.620383742914942,5.491294988196646,1.4416820216608839,1.483057959586068,1.091210360099773,1.0903019866745094
67,33.657209353059145,0.0005024317435080047,9.470975282637523e-05,0.0001655119490291364,0.07028163841137341,0.08713679058097458,0.28681651845780065,22.622326324231242,5.493313492024159,1.4391494044012973,1.4834133054157306,1.0885879744167153,1.0854212516744879
68,33.61436445579159,0.0005154630965619704,9.301336229834849e-05,0.00016412857114627682,0.06851400196743393,0.08703956232745698,0.29031474218150083,22.59181914788642,5.493105279824891,1.4418577079641757,1.483700383907933,1.0792612623582025,1.0779797623435865
69,33.57949068929064,0.0005102329191886247,8.935600972296934e-05,0.00016361907010872034,0.06911157544522417,0.08624983543792838,0.29383866224809657,22.572139462260445,5.488967105178703,1.4382559477068193,1.483746357216933,1.0724932402335041,1.0739252955639604
70,33.63438512832782,0.00047162863953114265,8.675936171577753e-05,0.000161864517068337,0.07493051570628312,0.08704078950660035,0.3103968233175921,22.59525871538003,5.492526570361958,1.4395210797204656,1.4845772444439749,1.0706314407431037,1.0787816966295263
71,33.558262293035185,0.00046528906309679414,8.472355491776333e-05,0.0001587321172544398,0.07760936886671511,0.08791919753386171,0.3109161531538137,22.547244169328724,5.482306671986635,1.4392194573055583,1.4834687578486832,1.0644949432622008,1.0643748290137123
72,33.51279201629464,0.00047213883062221086,8.218595977405514e-05,0.00015967214661749576,0.07661617640445448,0.08873034816391395,0.28399159773266636,22.551499107093672,5.4771039850608965,1.436941782115027,1.483745585175759,1.0571672157134722,1.0562822218977417
73,33.48020086292632,0.0005086274643140324,8.006323290611685e-05,0.00015827403131999312,0.07551252949158435,0.09007423423589826,0.3002746111241426,22.524995602942074,5.480701480523655,1.4388130262838201,1.4840085323198904,1.0403687536284427,1.0447051276482804
